model,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
meta-llama__Llama-2-7b-chat-hf,0.1,0.1,0.9,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.9,0.9,1.0,0.9,1.0,0.1,0.8,0.1,0.1,0.4,0.4,1.0,0.5,0.9,0.0,0.4,0.4,0.8,0.4,0.5,0.2,0.0,0.1,0.8,0.2,0.0,0.0,0.8,0.9,1.0,1.0,0.9,0.9,0.9,0.7,0.1,0.1,0.0,0.1,0.1,0.8,0.4,0.7,0.4,0.2,0.2,0.3,0.0,0.0,0.9,1.0,0.0,1.0,1.0,0.0,0.5,0.9,0.7,0.9,0.7,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.0,0.6,0.4,0.1,0.0,1.0,0.9,0.6,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.9,0.6,0.4,0.0,0.0,0.1,0.9,0.9,0.0,0.3,0.0,0.0,0.0,0.5,0.2,0.3,0.3,0.4,0.0,0.0,0.1,0.0,0.0,1.0,0.4,0.6,0.2,0.8
meta-llama__Llama-3.3-70B-Instruct,1.0,1.0,1.0,0.2,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.9,0.7,0.6,0.8,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.6,0.1,1.0,0.7,0.7,1.0,1.0,1.0,0.7,1.0,0.7,1.0,0.1,1.0,1.0,0.1,0.7,1.0,1.0,0.9,1.0,1.0,0.2,0.7,0.1,0.3,0.1,0.0,0.1,0.5,1.0,0.5,0.9,0.8,1.0,1.0,0.7,0.1,0.8,0.1,0.1,0.5,0.9,0.0,1.0,1.0,0.9,0.2,0.2,0.3,1.0,1.0,0.4,0.6,0.8,0.5,0.2,0.1,1.0,0.6,1.0,0.5,0.8,0.1,0.2,0.7,0.4,0.2,0.6,0.6,0.6,0.6
meta-llama__Meta-Llama-3-70B-Instruct,0.4,0.9,1.0,0.1,0.9,0.1,0.1,0.2,0.0,0.2,0.9,0.9,1.0,0.9,0.9,1.0,1.0,0.8,0.8,1.0,1.0,0.9,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.5,0.9,1.0,1.0,0.9,0.4,0.9,1.0,0.9,0.9,0.9,0.0,1.0,0.1,0.3,0.4,1.0,0.6,1.0,0.8,1.0,1.0,0.7,1.0,0.9,1.0,0.9,0.9,0.9,0.6,0.9,1.0,0.9,0.9,0.9,0.9,0.1,0.3,0.9,0.1,0.1,0.1,0.1,0.7,0.9,0.1,0.9,0.9,0.9,0.9,0.9,0.1,0.9,0.1,0.1,0.9,1.0,0.9,0.9,0.7,0.9,0.1,1.0,0.0,1.0,0.3,0.5,0.2,0.1,0.2,0.2,0.1,0.3,0.3,0.9,0.8,0.8,0.6,0.2,0.6,0.1,0.2,0.0,0.6,0.0,0.4
meta-llama__Meta-Llama-3-8B-Instruct,0.5,0.6,0.9,0.0,0.4,0.3,0.5,0.1,0.1,0.6,0.9,0.9,0.9,1.0,0.9,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.9,1.0,1.0,0.8,0.7,0.4,0.8,0.9,0.9,1.0,0.9,0.9,0.7,0.9,0.9,0.9,1.0,1.0,0.1,0.9,0.4,0.0,0.2,1.0,0.6,0.7,0.5,0.8,1.0,0.4,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.5,0.8,1.0,0.9,0.2,0.3,0.0,0.1,0.1,0.1,0.1,0.3,0.2,0.0,0.1,0.9,0.9,0.9,0.1,0.1,0.5,0.1,0.1,0.9,1.0,0.5,0.9,0.7,0.4,0.0,0.4,0.0,0.0,0.9,0.2,0.3,0.0,0.2,0.2,,0.7,0.3,1.0,0.0,0.9,0.4,0.1,0.4,0.1,0.2,0.0,0.4,0.4,0.8
microsoft__Phi-3-medium-128k-instruct,0.5,0.5,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.1,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,0.6,0.5,1.0,0.9,1.0,0.8,0.3,0.1,0.9,1.0,0.9,1.0,0.7,0.1,0.4,0.1,0.1,0.5,1.0,0.6,1.0,0.8,1.0,1.0,1.0,0.1,1.0,0.8,0.1,0.4,0.1,1.0,1.0,0.8,0.8,0.7,0.7,1.0,0.2,0.3,0.1,0.1,0.1,0.1,0.6,0.4,0.7,0.6,0.3,1.0,1.0,1.0,0.7,0.7,0.1,1.0,0.7,1.0,0.3,1.0,0.2,1.0,0.5,0.2,0.8,0.3,1.0,0.8,0.4,0.6,0.2,0.3,0.1,0.5,1.0,0.4,0.8,0.5,0.2,0.1,0.6,0.4,0.1,0.6,0.2,0.6,0.6,0.6
microsoft__phi-4,0.5,1.0,1.0,0.1,1.0,1.0,0.5,0.1,0.6,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.1,0.7,1.0,0.8,0.8,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.9,1.0,0.8,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.7,0.2,0.9,1.0,1.0,1.0,0.7,0.7,0.1,0.1,0.1,1.0,1.0,0.4,0.9,1.0,1.0,0.1,1.0,0.3,1.0,0.8,0.4,0.8,0.4,0.4,0.0,0.5,0.3,0.4,1.0,0.5,0.3,0.3,0.6,0.5,0.1,1.0,0.6,0.6,0.2,1.0
mistral__mistral-large-latest,0.5,1.0,1.0,0.2,1.0,0.1,0.6,0.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.3,0.3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.2,0.4,1.0,0.6,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.9,1.0,0.9,1.0,0.9,1.0,1.0,1.0,0.7,0.9,0.1,0.1,0.1,0.1,0.1,1.0,0.5,0.8,1.0,1.0,1.0,1.0,0.7,0.1,1.0,0.7,0.8,1.0,1.0,1.0,0.9,1.0,0.1,0.1,0.3,1.0,0.6,0.4,0.3,0.8,0.3,0.5,0.5,0.1,0.4,1.0,0.5,0.1,0.8,0.5,0.7,0.1,0.2,0.6,0.6,0.6,0.6
mistralai__Mistral-7B-Instruct-v0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,0.1,0.8,0.5,1.0,1.0,0.1,0.8,0.9,0.9,1.0,0.9,0.9,0.2,0.8,1.0,0.9,0.8,1.0,1.0,0.6,1.0,0.9,0.1,1.0,0.6,0.7,0.3,1.0,1.0,1.0,0.4,1.0,0.1,0.1,0.0,0.1,0.1,1.0,0.5,0.7,0.4,0.2,1.0,0.8,1.0,0.9,1.0,0.0,0.0,0.0,0.1,1.0,0.9,0.7,0.8,0.8,0.7,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.1,1.0,0.6,0.4,0.4,0.7,0.1,0.1,0.7,0.1,0.0,0.0,1.0,1.0,0.4,0.0,0.6,0.0,1.0,0.1,0.2,0.3,0.0,0.2,0.1,0.1,0.1,0.1,0.9,0.1,0.0,0.1,0.4,0.0,0.1,0.2,0.2,0.6,0.0,0.8
mistralai__Mistral-Large-Instruct-2411,1.0,0.0,1.0,0.0,,0.0,,0.1,,0.0,0.7,0.9,0.9,0.9,0.6,1.0,0.6,0.8,0.4,0.6,0.9,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.2,1.0,1.0,1.0,0.7,0.5,0.1,0.2,0.6,1.0,0.6,0.1,0.4,0.1,0.1,0.0,1.0,0.7,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.7,0.0,1.0,0.0,1.0,0.0,0.4,0.5,0.2,0.5,0.4,1.0,0.0,0.3,0.1,0.1,0.3,0.1,0.8,0.6,0.8,0.8,0.8,1.0,1.0,0.9,0.1,1.0,0.1,0.1,0.8,1.0,0.4,0.1,0.0,0.5,0.1,1.0,0.3,1.0,0.3,0.2,0.0,0.7,0.1,0.5,1.0,1.0,0.4,1.0,0.2,1.0,0.8,0.0,0.5,0.1,1.0,1.0,0.4,0.0,0.4
mistralai__Mistral-Nemo-Instruct-2407,0.4,0.3,1.0,0.1,0.1,1.0,0.5,0.1,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.8,0.1,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.0,0.1,0.9,0.6,0.7,0.8,0.2,1.0,0.8,1.0,1.0,1.0,0.4,0.1,0.1,1.0,0.1,0.7,1.0,0.6,1.0,1.0,0.1,0.2,0.1,0.1,0.1,0.3,0.6,0.1,1.0,0.7,0.9,1.0,1.0,1.0,0.8,0.1,0.1,0.7,0.1,1.0,1.0,0.4,0.9,1.0,0.5,0.4,1.0,0.3,1.0,1.0,0.8,0.4,0.3,0.3,0.5,0.5,1.0,0.4,0.9,0.5,0.1,0.4,0.6,0.4,0.1,0.2,0.6,0.6,0.6,0.6
mistralai__Mistral-Small-24B-Instruct-2501,0.2,1.0,1.0,0.1,0.1,0.4,0.0,0.3,0.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.9,0.8,0.9,1.0,1.0,1.0,1.0,0.1,0.4,0.0,0.1,0.2,0.9,0.6,1.0,0.7,1.0,1.0,0.8,1.0,1.0,1.0,0.1,0.7,0.4,1.0,1.0,0.2,0.7,0.5,0.8,1.0,0.6,0.4,0.9,0.1,0.1,0.1,0.1,0.1,1.0,0.6,0.1,1.0,1.0,1.0,1.0,0.1,0.1,1.0,0.1,1.0,1.0,0.0,0.9,1.0,0.5,0.1,0.8,0.3,1.0,0.1,0.5,0.6,0.8,0.3,0.5,0.5,0.2,0.4,0.8,0.5,1.0,0.4,0.4,0.7,0.3,1.0,0.2,0.6,0.2,1.0
nvidia__Llama-3.1-Nemotron-70B-Instruct-HF,0.5,1.0,1.0,0.4,1.0,0.2,0.6,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.6,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.5,0.4,0.3,0.5,0.7,1.0,1.0,1.0,1.0,0.7,1.0,0.7,1.0,0.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,1.0,0.4,0.3,0.1,0.1,0.3,0.1,0.9,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.1,0.1,0.7,0.1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.5,0.6,0.8,0.5,0.5,0.5,1.0,0.6,1.0,0.5,0.3,0.6,0.7,0.7,0.2,1.0,0.2,0.6,0.2,1.0
nvidia_nim__nvidia__nemotron-4-340b-instruct,0.5,1.0,1.0,0.1,1.0,0.1,0.1,0.1,0.3,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.6,1.0,1.0,1.0,0.9,0.8,1.0,1.0,1.0,1.0,1.0,0.3,0.6,0.3,0.1,0.0,1.0,0.7,0.6,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.9,1.0,0.7,0.8,1.0,1.0,0.7,0.1,0.1,0.1,0.3,0.1,0.8,1.0,0.1,0.7,1.0,1.0,1.0,1.0,0.7,1.0,0.1,0.1,0.8,1.0,1.0,1.0,1.0,1.0,0.4,0.6,0.3,0.6,1.0,0.4,0.6,0.1,0.3,0.5,0.5,0.3,0.6,1.0,0.3,1.0,1.0,1.0,0.7,0.6,0.2,1.0,0.6,0.6,1.0
openchat__openchat-3.5-0106,0.5,0.8,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,1.0,1.0,0.9,0.6,1.0,1.0,0.7,0.9,0.2,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,1.0,0.5,1.0,0.3,0.4,0.3,1.0,1.0,1.0,0.7,1.0,0.1,0.1,0.1,0.0,0.1,0.9,0.6,0.6,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,0.3,0.1,0.8,0.8,1.0,0.2,0.3,0.1,0.1,0.1,0.3,0.6,0.1,0.3,0.1,0.6,1.0,1.0,0.4,0.7,0.1,0.1,0.1,0.1,0.6,1.0,0.5,1.0,1.0,0.1,0.2,0.0,0.1,1.0,0.6,0.5,0.3,0.0,0.3,0.6,0.5,0.0,0.4,1.0,0.4,0.8,0.1,0.2,0.1,0.1,0.6,0.2,0.6,0.6,0.6
phi-4,1.0,1.0,1.0,0.1,1.0,0.9,0.1,0.3,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.7,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.4,0.5,0.4,1.0,0.6,0.3,0.7,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.2,0.2,0.1,0.1,0.1,0.1,0.6,1.0,0.0,1.0,0.9,1.0,1.0,1.0,0.7,0.7,0.1,0.1,0.1,1.0,1.0,0.0,0.8,1.0,1.0,0.1,1.0,0.3,1.0,0.4,0.4,0.3,0.7,0.4,0.1,0.5,0.8,0.3,1.0,0.5,0.3,0.3,0.2,0.2,0.1,1.0,0.6,0.6,0.6,0.2
shisa-ai__shisa-gemma-7b-v1,0.1,0.1,1.0,0.4,0.7,1.0,0.1,0.3,0.1,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.6,1.0,1.0,0.9,1.0,1.0,0.8,1.0,0.6,0.6,0.4,1.0,1.0,1.0,0.4,1.0,0.1,0.9,0.3,0.1,0.3,0.0,0.7,0.9,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,0.3,0.8,0.8,0.6,1.0,0.5,0.5,0.1,0.1,0.1,0.0,0.1,0.1,0.3,0.1,0.1,1.0,0.4,0.4,0.1,0.7,0.1,0.7,0.7,0.6,0.3,0.5,1.0,1.0,0.0,0.2,0.4,0.0,1.0,0.1,0.5,0.4,0.1,0.6,0.4,0.5,0.1,0.2,0.1,0.3,0.1,0.1,0.5,0.1,0.4,1.0,0.2,0.6,0.6,1.0
shisa-ai__shisa-llama3-70b-v1,0.5,0.1,1.0,0.1,0.5,1.0,0.5,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.5,0.8,0.8,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9,1.0,0.9,1.0,0.9,1.0,0.6,0.6,0.3,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.3,0.9,0.6,1.0,0.8,1.0,1.0,0.7,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,0.6,1.0,0.8,1.0,1.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.5,1.0,0.4,1.0,0.1,0.7,0.6,0.1,0.7,0.6,1.0,0.0,0.7,1.0,0.5,0.2,1.0,0.3,1.0,0.6,0.5,0.6,0.6,0.1,0.1,0.5,0.9,0.4,1.0,0.3,0.1,0.0,0.5,0.1,0.1,0.2,0.2,0.6,0.2,0.6
shisa-ai__shisa-llama3-8b-v1,0.1,0.1,0.1,0.1,0.7,0.0,0.5,0.3,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.8,0.3,1.0,0.1,0.4,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,0.9,1.0,0.9,1.0,0.7,0.8,0.6,1.0,1.0,1.0,0.4,1.0,0.1,0.6,0.1,0.1,0.1,0.9,0.6,1.0,0.5,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0,0.0,0.6,0.6,1.0,1.0,1.0,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.9,1.0,0.4,0.4,0.7,0.7,0.6,0.1,0.1,0.6,0.0,0.5,1.0,1.0,0.0,0.2,1.0,0.1,0.8,0.7,0.4,0.4,0.1,0.3,0.1,0.1,0.0,0.4,0.2,0.4,0.3,0.1,0.1,0.1,0.4,1.0,0.2,0.6,0.2,0.2
shisa-ai__shisa-llama3-8b-v1.fp0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.0,1.0,1.0,1.0,0.8,0.8,0.8,0.3,1.0,0.1,0.2,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,1.0,0.4,0.8,1.0,0.9,1.0,0.3,0.6,0.3,1.0,1.0,1.0,1.0,0.8,0.1,0.1,0.1,0.1,0.1,0.9,0.7,1.0,0.5,1.0,0.3,0.8,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.1,0.8,0.8,0.7,1.0,1.0,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.9,1.0,0.4,0.4,0.7,0.7,0.6,0.1,0.1,0.6,0.0,0.0,0.8,1.0,0.5,0.2,0.8,0.3,1.0,0.1,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.5,0.2,0.1,0.2,0.1,0.4,0.6,0.2,0.6,0.6,0.2
shisa-ai__shisa-swallowmx-13a47b-v1,0.1,0.2,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,1.0,0.9,1.0,0.7,1.0,0.8,0.1,0.9,0.1,0.1,0.6,1.0,1.0,1.0,0.6,1.0,1.0,0.8,1.0,0.8,0.5,0.5,0.6,0.9,1.0,0.5,1.0,0.7,0.9,0.3,1.0,1.0,1.0,1.0,1.0,0.1,0.9,0.1,0.1,0.1,0.0,0.8,0.3,0.5,1.0,1.0,0.7,1.0,1.0,1.0,0.1,0.1,0.1,0.4,0.1,0.9,0.8,0.5,0.8,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.5,0.1,0.8,0.7,0.4,0.7,0.7,0.6,0.1,0.1,0.6,0.0,0.5,1.0,1.0,0.5,0.1,1.0,0.3,1.0,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.9,0.2,0.2,0.4,0.0,0.0,0.1,0.1,0.1,0.6,0.2,0.6,0.2,0.2
shisa-ai__shisa-v1-llama3-70b.8e6,0.5,0.3,1.0,0.1,1.0,1.0,0.5,0.3,0.1,0.1,1.0,1.0,1.0,0.7,1.0,0.8,1.0,0.8,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,0.9,1.0,0.9,1.0,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,0.1,0.6,0.1,0.1,0.5,0.9,0.7,0.6,0.8,1.0,0.9,0.6,1.0,1.0,1.0,0.1,0.1,0.1,0.1,1.0,0.8,0.8,1.0,0.9,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.9,1.0,0.4,0.4,0.7,0.7,0.6,0.1,0.7,0.6,0.9,0.0,0.8,1.0,1.0,0.1,1.0,0.3,1.0,0.1,0.3,0.4,0.6,0.3,0.1,0.1,1.0,0.4,1.0,0.4,0.1,0.0,0.2,0.1,0.1,0.2,0.2,0.6,0.2,0.6
shisa-ai__shisa-v1-llama3-8b.cosine,0.5,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.3,0.5,1.0,1.0,1.0,0.8,1.0,0.8,0.1,1.0,0.7,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8,0.8,1.0,1.0,0.9,0.9,0.3,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.3,0.3,0.9,0.7,1.0,0.3,1.0,0.8,0.7,1.0,0.1,1.0,0.1,0.1,0.1,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.2,0.3,0.1,0.1,0.1,0.1,0.6,0.1,0.3,0.1,0.3,1.0,0.4,0.4,0.7,0.7,0.1,0.1,0.7,0.6,0.0,0.7,0.8,1.0,0.5,0.3,0.8,0.3,0.8,0.7,0.3,0.4,0.1,0.8,0.1,0.5,0.8,0.4,0.0,0.2,0.0,0.1,0.1,0.5,0.4,1.0,0.2,0.6,0.2,0.2
shisa-ai__shisa-v1-llama3-8b.lr-2e4,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.7,1.0,0.1,0.8,0.5,0.1,0.1,0.1,0.1,0.4,1.0,0.6,0.6,1.0,0.2,0.1,0.3,0.0,0.5,1.0,0.5,0.4,0.1,1.0,0.1,0.7,0.3,0.3,0.7,1.0,1.0,1.0,0.2,0.7,0.1,0.1,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.5,0.1,0.1,0.3,0.1,0.1,0.1,0.1,1.0,0.4,0.2,0.5,0.5,0.6,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.4,0.1,0.7,0.1,0.1,0.7,0.1,0.0,0.0,0.9,1.0,0.0,0.6,0.1,0.1,0.2,0.1,0.3,0.0,0.4,0.1,0.4,0.1,0.2,0.3,0.0,0.3,0.2,0.1,0.1,0.5,0.1,1.0,0.2,0.6,0.6,0.2
shisa-ai__shisa-v1-llama3-8b.lr-2e5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.8,0.2,1.0,0.4,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,0.4,0.9,1.0,0.7,1.0,0.7,0.3,0.8,1.0,1.0,1.0,1.0,1.0,0.1,0.6,0.3,0.1,0.1,0.9,0.6,1.0,0.8,1.0,1.0,1.0,1.0,0.3,1.0,0.1,0.1,0.1,1.0,1.0,0.9,0.8,0.9,1.0,1.0,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.0,0.3,0.8,0.8,0.4,0.7,0.7,0.1,0.1,0.1,0.6,0.2,0.5,0.8,1.0,0.5,0.0,0.1,0.0,1.0,0.1,0.4,0.4,0.2,0.8,0.1,0.1,0.1,0.2,0.8,0.1,0.7,0.1,0.8,0.1,0.4,0.2,0.2,0.6,0.2,0.6
shisa-ai__shisa-v1-llama3-8b.lr-2e6,0.5,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,0.7,1.0,0.8,1.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.3,1.0,1.0,0.8,1.0,0.7,0.3,0.8,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,0.9,0.6,1.0,0.5,0.9,0.3,0.7,1.0,0.6,1.0,0.1,0.0,0.1,0.7,0.1,0.8,0.8,0.8,0.7,1.0,0.1,0.7,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.9,1.0,0.4,1.0,0.7,0.7,0.1,0.1,0.1,0.6,0.7,0.0,0.9,1.0,0.5,0.6,0.2,0.0,0.8,0.1,0.4,0.4,0.1,0.3,0.1,0.1,0.5,0.2,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.6,0.2,0.6,0.2,0.2
shisa-ai__shisa-v1-llama3-8b.lr-5e5,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,0.1,0.6,1.0,0.2,1.0,0.2,0.7,0.6,1.0,1.0,0.8,1.0,1.0,0.8,0.8,1.0,0.8,1.0,1.0,0.5,0.9,0.8,0.3,1.0,0.7,0.6,0.8,1.0,1.0,1.0,0.4,1.0,0.1,1.0,0.1,0.1,0.1,0.6,0.6,0.5,0.5,0.9,1.0,0.1,1.0,1.0,1.0,0.1,0.1,0.1,1.0,0.1,1.0,,1.0,0.7,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.7,0.7,0.1,0.1,0.7,0.6,0.0,0.0,0.9,1.0,0.1,0.2,0.1,0.1,1.0,1.0,0.4,0.4,0.1,0.3,0.1,0.5,0.1,0.4,0.2,0.3,0.1,0.2,0.1,0.1,0.4,0.6,0.2,0.6,0.6,0.2
shisa-ai__shisa-v1-llama3-8b.lr-5e6,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,0.0,1.0,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.6,1.0,1.0,0.9,1.0,0.8,0.4,0.7,1.0,1.0,1.0,0.4,1.0,0.1,1.0,0.1,0.1,0.1,0.9,0.6,1.0,0.5,1.0,0.9,0.7,1.0,0.6,1.0,0.1,0.1,0.1,1.0,1.0,0.6,0.8,0.8,0.6,1.0,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,1.0,1.0,0.1,0.7,0.7,0.1,0.1,0.1,0.6,0.0,0.0,0.7,1.0,0.5,0.1,0.2,0.1,0.1,0.2,0.4,0.4,0.1,0.2,0.1,0.5,0.6,0.4,,0.1,0.1,0.3,0.1,0.1,0.4,0.2,0.2,0.6,0.2,0.6
